"選舉
區",號次,照片,"姓
名","出
生
年","性
別","特殊
身分","戶籍
城市","戶籍
地區",學歷,經歷,政見
"高
雄
市",1,,"高
語
晞",64,女,無,"高
雄
市","鳳
山
區",國立高雄科技大學,"電商公司負責人
包包批發負責人
網拍負責人","•強化民眾黨在高雄各區的推廣,促進地方人才的互動
與合作。
•建立高雄黨員與中央的溝通平台,提供直接的聯絡窗
口。
•在各鄉鎮舉辦黨部活動應援,提升民眾黨的在地認同
感。
•團結在地黨員與地方黨部,攜手創造雙贏局面。
•主動出擊,每週在菜市場發起「反假新聞」行動,抵
制假新聞和造謠媒體的影響。
•爭取更多中央資源補助地方黨部,以提高地方能見
度,擴大宣傳效果。"
"高
雄
市",2,,"莊
貽
量",62,男,無,"高
雄
市","楠
梓
區","國立中山大學 高
階公共政策碩士學
位","京典企業-負責人
台灣民眾黨高雄黨部-
主任委員
高雄市民防大隊-副大
隊長
台灣民眾黨高雄黨部-
副主委","1、加強本黨對於黨代表的重視。
2、主張強力協助地方黨部深耕地方組織。
3、加強黨部重視黨員之意見與溝通。
4、落實監督黨的發展跟事務推動。
5、擴大黨與大眾的連結性。"
"選舉
區",號次,照片,"姓
名","出
生
年","性
別","特殊
身分","戶籍
城市","戶籍
地區",學歷,經歷,政見
"高
雄
市",3,,"江
尚
玲",74,女,無,"高
雄
市","苓
雅
區",世新大學,不動產仲介人員,"1.實踐創黨理念,共榮社會,國家治理,尊重並傾聽
不同的聲音。
2.積極參與地方活動,並實踐黨中央政策推行與宣
導。
3.監督黨內民主,暢通在地黨員與黨部之交流與資
源。
4.協助地方組織的推廣,凝聚向心力,擴大支持群
眾。
5.F5重開機,與時並進,調整不合時宜的相關章程辦
法。
6.正面迎接各種打擊,對外態度堅定,與黨方向一
致。
7.全力輔選並尊重政黨推薦之候選人。
8.柯文哲主席說:希望台灣因為有我們變得更好;而
我希望台灣民眾黨因為有我變得更好。"
"高
雄
市",4,,"顏
琮
明",63,男,無,"高
雄
市","大
社
區",大榮工商,"機車行老闆
機車維修,販售,保
養,改裝。","人人為我,我為人人
為黨員争取權益,為黨員謀福利。
擴大黨員,認同黨理念的加入人數規模。
加強地方小草的協會組織掘起與各地方的小草南北緊密
合作。
監督黨部的行政執行與改革行動力。"
"選舉
區",號次,照片,"姓
名","出
生
年","性
別","特殊
身分","戶籍
城市","戶籍
地區",學歷,經歷,政見
"高
雄
市",5,,"郭
國
順",71,男,無,"高
雄
市","仁
武
區",,"汽車修護
福特上正汽車
炫曄汽車保修廠",
"高
雄
市",6,,"倪
弘
澤",79,男,無,"高
雄
市","新
興
