"選舉
區",號次,照片,"姓
名","出
生
年","性
別","特殊
身分","戶籍
城市","戶籍
地區",學歷,經歷,政見
"雲
林
縣",1,,"吳
宜
穎",78,女,無,"雲
林
縣","斗
南
鎮",環球技術學院,民眾黨資深志工,"1.傳達最基層的聲音,扎根地方。
2.協助黨員反應地方聲音
與溝通凝聚黨員團結。
3.凝聚黨的向心力
讓全黨能上下一心。
參選理念:
對政治無感的我,在柯文哲主席競選台北市長時,正直
誠信以及清廉勤政的政治風格,使我對台灣政治環境充
滿了希望,望能以自己的能力範圍內盡一己之力,因此
我於2018年開始利用假日的時間前往台北當柯文哲的志
工,直至現在仍持續在雲林等地區從事志工服務。2019
年8月柯文哲主席成立台灣民眾黨,我也毅然決然立即
入黨,想成為台灣民眾黨與柯文哲主席的最強後盾。"
"雲
林
縣",2,,"張
藝
珊",67,女,無,"雲
林
縣","虎
尾
鎮",,"品皇咖啡虎尾店營業員
家庭管理","1. 反應地方民意,成為地方與地方黨部的溝通橋樑。
2. 爭取擴大基層參與,強化地方黨部服務處功能。
3. 落實地方服務,持續深耕地方、回饋地方"
"選舉
區",號次,照片,"姓
名","出
生
年","性
別","特殊
身分","戶籍
城市","戶籍
地區",學歷,經歷,政見
"雲
林
縣",3,,"吳
子
呈",83,男,無,"雲
林
縣","水
林
鄉",南華大學文學碩士,"中文講師
國科會研究助理
台灣民眾黨嘉義黨部秘
書","1. 提升黨員教育與培訓機會
為黨員提供專業培訓、技能提升課程,涵蓋領導力、溝
通技巧、政策解讀等領域。
開設線上與線下講座,邀請專家分享時事政策,幫助黨
員持續成長。
2. 提供黨員專屬福利與商家優惠
與在地商家合作,提供黨員購物、餐飲、娛樂等優惠福
利,增加黨員的生活便利。
推動黨內與地方企業間的聯合活動,促進互動和支持。
3. 建立黨員關懷支持體系
成立專屬的黨員關懷小組,為生活上有困難的黨員提供
關懷與協助。
針對特殊情況的黨員,設立緊急支援計劃,保障黨員在
困難時刻得到支持。
4. 定期舉辦黨員聯誼活動
定期組織黨員聚會、社交活動,增強黨員間的聯繫與互
動,促進團結。
舉辦家庭日、戶外活動,鼓勵黨員及家屬參加,共享美
好時光。
5. 黨內決策的透明化與參與機會
強化黨員的參與權利,確保黨內重大決策過程公開透
明,保障黨員的發聲空間。
設立黨員意見反饋機制,讓黨員的意見能夠被有效聽取
並反映到黨內政策中。"
"選舉
區",號次,照片,"姓
名","出
生
年","性
別","特殊
身分","戶籍
城市","戶籍
地區",學歷,經歷,政見
"雲
林
縣",4,,"陳
瓊
月",56,女,無,"雲
林
縣","斗
南
鎮",,"台灣民眾黨雲林縣黨部
辦公室主任","1. 促進基層黨員意見交流機制健全。
2. 活化各黨部功能健全。
1. 協助黨意結合民意。
2. 強化基層組織與地方服務。
3. 以人民為優先,堅持民主進步與黨務改革。"
"選舉
區",號次,照片,"姓
名","出
生
年","性
別","特殊
身分","戶籍
城市","戶籍
地區",學歷,經歷,政見
"雲
林
縣",5,,陳虹君,73,女,無,"雲
林
縣",西螺鎮,嘉南藥理科技大學,"大員皇冠假日酒店房務部主任
香格里拉台南遠東國際大飯店","各位民眾黨的朋友們,我是這次想要參選黨代表的雲林縣小草。
2024的選戰雖然不盡如意,但是我在此次的選舉中,看到了民眾黨對於台灣的未來以及相信希望的力量深深打動我對於多年台灣政治感到灰心的心,從原先失去希望的灰燼重新找回想要為自己、為下一代、為台灣未來的勇氣跟力量,進而加入台灣民眾黨。
看到媒體偏頗報導以及政論妖魔化臺灣民眾黨以及主席人格,我至今在空戰持續闢謠以及發佈正確訊息。
以下是我願意為黨內做出的努力
線上空戰方面:
1.積極分享黨內資訊,對於黨員疑問提供正確訊息答覆。
2.在各大群組收集與論情報並整理回報黨內。
3.宣傳黨內活動,串連各大社群平台,宣傳發布並且回應支持者疑問。

線下陸戰方面:
1.參與黨內辦理活動,並協助志工與黨員。
2.面對誤會群眾給予最高等級耐心以及溫柔回應。
3.給予黨內人士辦理活動的支援等等。

在艱困的時期我願付出心力與民眾黨一起成長茁壯並且找尋更多認同黨內“以台灣為名、以民眾為本”信念的人!"
"選舉
區",號次,照片,"姓
名","出
生
年","性
別","特殊
身分","戶籍
城市","戶籍
地區",學歷,經歷,政見
