"選舉
區",號次,照片,"姓
名","出
生
年","性
別","特殊
身分","戶籍
城市","戶籍
地區",學歷,經歷,政見
"桃
園
市",1,,"陳
俊
杰",66,男,無,"桃
園
市","楊
梅
區","臺北商業大學在學
中",安勝物業有限公司,"親愛的黨員市民好朋友們大家好:
陳俊杰懷著無比的熱忱和決心
代表台灣民眾黨為大家服務。
俊杰將以理性、務實、科學、專業、透明的態度
增強黨內黨員招募
協助市黨部運作
協助培育年輕優秀人才
將為民眾黨完整發展
我會全力以赴!拚戰到底!"
"桃
園
市",2,,"王
少
芸",60,女,無,"桃
園
市","大
溪
區",國立政治大學博士,"台灣民眾黨桃園市黨部
大溪區主任
國立空中大學助理教授","一、促進黨財務透明化:建立完整財務管理及監控機
制,就日常財務會計制度建置、財務管理獨立稽核及內
部控制,定期公布收受捐款、黨費及黨財務情況,委託
專業可信會計師簽核,以公開透明方式,揭示本黨財務
狀況,獲取社會大眾及黨員信賴及認同。
二、設立數位意見溝通及交流平臺:透過單一數位平
臺,適時回應及釐清黨員及小草意見及詢問,減少資訊
落差或假消息造成的誤解,增進黨員及民眾對本黨瞭
解,減少地方黨部連繫確認的工作負擔。
三、強化本黨核心理念及政策論述:結合本黨智庫及黨
務實務經驗,跳脫藍綠兩黨傳統老派政治訴求,系統性
強化本黨理念及論述架構、脈絡,突破同温層範疇,對
外擴散宣傳,提升本黨能見度及民眾支持。
四、獲得選戰勝利:配合黨中央及地方黨部選戰佈局及
規劃,協助及執行選戰策略及方向,增進本黨民意代表
席次,對地方發展有更多及更實質影響力與貢獻,讓本
黨施政理念及願景落實地方,塑造以民眾為本的台灣。"
"選舉
區",號次,照片,"姓
名","出
生
年","性
別","特殊
身分","戶籍
城市","戶籍
地區",學歷,經歷,政見
"桃
園
市",3,,"陳
義
佑",71,男,無,"桃
園
市","桃
園
區",,"台灣積層製造業課長
台灣民眾黨桃園區主任","在競選過程中,我深信基層服務團隊的組建不僅是選戰
的需求,更是未來長期服務的基礎。為此,我將投入心
力組建一支強而有力的選戰服務團隊,這支團隊不僅僅
是在選舉期間協助宣傳政見,更是深入基層、了解民眾
需求的重要橋樑。每位團隊成員將來自不同的專業領
域,包括社會服務、法律、醫療、教育等,讓我們能以
多元視角解決民眾在生活中面臨的各項問題。團隊成員
將經過專業的培訓,確保他們具備傾聽、同理心和快速
反應的能力,讓每一位民眾的需求都能被妥善處理。
我計畫定期舉辦志工服務,帶領服務團隊深入社區,提
供即時的諮詢和幫助,讓民眾在家門口就能獲得協助。
