"選舉
區",號次,照片,"姓
名","出
生
年","性
別","特殊
身分","戶籍
城市","戶籍
地區",學歷,經歷,政見
"新
北
市",1,,"韓
震
強",76,男,無,"新
北
市","淡
水
區",學士,"窗簾業務
馬偕醫院駐衛警察
鳳城港式餐飲","參選動機:
1.監督、佈達黨務運作及活動相關事宜。
2.擔任黨員與黨部之間緊密溝通
3.推廣、推行黨之核心理念、活動及區域發展。
4.協助雙北地區黨部、志工活動等庶務。
5.傾聽志工、黨員、支持者之想法、建言並交流及反
饋。"
"新
北
市",2,,"羅
怡
媃",87,女,無,"新
北
市","永
和
區","大葉大學環境工程
學系碩士班","營建顧問公司 BIM專
員
防災顧問公司工程師
台灣民眾黨新北市黨部
永和區副主任","※政策宣傳與溝通:將民眾黨的政策、理念和立場傳達
給黨員和支持者,提升黨員對政策的理解和認同。
※收集並向上反應黨員意見:了解黨員的需求,解決黨
員遇到的問題,並在可能的範圍內儘提供協助。
※凝聚志工:組織志工團隊,在黨內活動時適時提供協
助,成為黨公職人員的後盾。"
"選舉
區",號次,照片,"姓
名","出
生
年","性
別","特殊
身分","戶籍
城市","戶籍
地區",學歷,經歷,政見
"新
北
市",3,,"顏
靖
彬",63,男,無,"新
北
市","三
重
區","五年制中華工業專
科學校電機科","軍工系統整合工程師
美商IT公司工程師
中華民國中尉副連長-
退伍
民眾黨發言人李有宜服
務團隊三重區副主任","1. 傾聽基層聲音,建立溝通橋樑
在志工活動與網路討論中,基層黨員常反映黨內高層對
基層聲音的忽視。若當選,我將致力於搭建高層與基層
間的溝通平台,確保黨員的心聲被聽見、被重視。
2. 推動「防腐劑」機制,守護黨的初衷
我深信,一個理想的政黨若無內部監督,最終可能淪為
貪腐的象徵。我將以自身為起點,成為黨內的「防腐
劑」,並呼籲黨員們共同維護這份純粹與初心,確保黨
的永續發展。
3. 促進跨黨派合作,展現民眾黨的善意
在地方服務時,我經常與各黨派代表接觸。他們對我們
志工「無薪付出」的精神深感敬佩。我相信,透過真誠
與付出,我們能夠促進各黨派間的理解與合作,共同為
推進社會的進步而努力。
致黨員夥伴的話
我們每個人或許都是從「政治小白」轉變為關心社會的
參與者,因為我們看到了改變的可能性。千萬別低估自
身的力量,只要團結,必能踏出改變社會的第一步。希
望在投票日,您能將這神聖的一票投給我——新北市黨
員代表候選人 顏靖彬。
最後,秉持佛教徒的信念與阿北的精神,我將始終「心
存善念,盡力而為」!"
"選舉
區",號次,照片,"姓
名","出
生
年","性
別","特殊
身分","戶籍
城市","戶籍
地區",學歷,經歷,政見
"新
北
市",4,,"劉
